                  id                  |  max  |                name                
 _0512052                             |  2645 | Eleanor Lindo
 wolfgang_becker                      |  6887 | Wolfgang Becker
 scott_frank                          |  9415 | Scott Frank
 barbra_streisand                     |  4675 | Barbra Streisand
 jon_chu                              |  9738 | Jon Chu
 scott_coffey                         |  9241 | Scott Coffey
 matthew-saville                      |  9951 | Matthew Saville
 jamaa_fanaka                         |  2710 | Jamaa Fanaka
 ruud_van_hemert                      |  5517 | Ruud van Hemert
 michael_dowse                        |  8719 | Michael Dowse
 jean_delannoy                        |  4752 | Jean Delannoy
 jeff-nichols                         |  9908 | Jeff Nichols
 michael_sarne                        |  9362 | Michael Sarne
 thaddeus_osullivan                   |  6081 | Thaddeus O'Sullivan
 paul_greengrass                      |  9524 | Paul Greengrass
 robert_radler                        |  4247 | Robert Radler
 paul_bartel                          |  5565 | Paul Bartel
 vondie_curtishall                    |  9130 | Vondie Curtis-Hall
 mitchell_lichtenstein                |  9726 | Mitchell Lichtenstein
 robert_hiltzik                       |  3542 | Robert Hiltzik
 preston-a-whitmore-ii                |  9655 | Preston A. Whitmore II
 john_madden                          |  8810 | John Madden
 victor_schertzinger                  |  4892 | Victor Schertzinger
 melvin_james                         |  2570 | Melvin James
 peter_hall                           |  2538 | Peter Hall
 hc_potter                            |  7654 | H.C. Potter
 _0006860                             |  6963 | Damian Lee
 m_night_shyamalan                    |  9854 | M. Night Shyamalan
 albert_henderson                     |  3505 | Albert Henderson
 lewis_allen                          |  7441 | Lewis Allen
 carl-lerner                          |  4809 | Carl Lerner
 delphine_gleize                      |  6211 | Delphine Gleize
 kenji_misumi                         | 10077 | Kenji Misumi
 jeffrey_friedman                     |   557 | Jeffrey Friedman
 dale_schott                          |  5186 | Dale Schott
 sandy_tung                           |  1389 | Sandy Tung
 sydney_pollack                       |  9198 | Sydney Pollack
 dean_semler                          |  1559 | Dean Semler
 ray_kellogg                          |  3628 | Ray Kellogg
 josh_sternfeld                       |  8628 | Josh Sternfeld
 frank_capra                          | 10134 | Frank Capra
 shion_sono                           |  8302 | Sion Sono
 jeremy_kagan                         |  7757 | Jeremy Kagan
 william_keighley                     |  7391 | William Keighley
 george_franju                        |   771 | Georges Franju
 zbigniew_rybczynski                  |  6577 | Zbigniew Rybczynski
 kazuyoshi_kumakiri                   |  8296 | Kazuyoshi Kumakiri
 bill_bennett                         |    63 | Bill Bennett
 todd_solondz                         |  8666 | Todd Solondz
 uwe_boll                             | 10005 | Uwe Boll
 john_woo                             |  8202 | John Woo
 vladimir_michalek                    |  6274 | Vladimír Michálek
 manuel_boursinhac                    |  6862 | Manuel Boursinhac
 bruce_hunt                           |  8803 | Bruce Hunt
 norman_taurog                        |  8460 | Norman Taurog
 ellen_hovde                          |  7372 | Ellen Hovde
 antti_jussi_annila                   | 10059 | Antti-Jussi Annila
 michael_martin                       |  1675 | Michael Martin
 jill_sprecher                        |  5042 | Jill Sprecher
 franc-reyes                          |  5531 | Franc Reyes
 niels_mueller                        |  8401 | Niels Mueller
 1036678-tom_moore                    |  2860 | Tom Moore
 kevin_williamson                     |  2565 | Kevin Williamson
 tony_cinciripini                     |  6842 | Tony Cinciripini
 damon_dash                           |  8663 | Damon Dash
 roy_ward_baker                       |  7182 | Roy Ward Baker
 coleman_francis                      |  6812 | Coleman Francis
 michele-bernier                      |  7900 | Michèle Bernier
 robert_aldrich                       |  9101 | Robert Aldrich
 george_bowers                        |  3058 | George Bowers
 don_hartman                          |  7455 | Don Hartman
 george_fitzmaurice                   |  3208 | George Fitzmaurice
 george_pal                           |  8974 | George Pal
 brian_yuzna                          |  6771 | Brian Yuzna
 fred_gerber                          |   300 | Fred Gerber
 andrew_douglas                       |  8659 | Andrew Douglas
 robert_moore                         |  4684 | Robert Moore
 gary_a_sherman                       |  1784 | Gary A. Sherman
 _0588553                             |  8555 | Jason Miller
 norman_ferguson                      |   932 | Norman Ferguson
 rob_marshall                         |  8946 | Rob Marshall
 ws_van_dyke                          | 10147 | W.S. Van Dyke
 virgil_w_vogel                       |  2432 | Virgil W. Vogel
 masayuki_suo                         |  1380 | Masayuki Suo
 marcel_camus                         |  6660 | Marcel Camus
 karin_williams                       |  7662 | Karin Williams
 toru_murakawa                        |   274 | Toru Murakawa
 cecil_b_demille                      |  7659 | Cecil B. DeMille
 robert_z_leonard                     |  8019 | Robert Z. Leonard
 george_axelrod                       |  6751 | George Axelrod
 brett_leonard                        |  4140 | Brett Leonard
 lee_hirsch                           |  5774 | Lee Hirsch
 willard_carroll                      |  2217 | Willard Carroll
 ralph_nelson                         |  6845 | Ralph Nelson
 mariano_barroso                      |  6090 | Mariano Barroso
 charles_dance                        |  8718 | Charles Dance
 patrice_chereau                      |  4543 | Patrice Chéreau
 albert_brooks                        |  8989 | Albert Brooks
 larry_thomas                         | 10164 | Larry Thomas
 mike_figgis                          |  8774 | Mike Figgis
 julia-kwan                           |  9925 | Julia Kwan
 leslie_h_martinson                   |  8079 | Leslie H. Martinson
 pauly_shore                          |  8515 | Pauly Shore
 maria_ripoll                         |  4415 | María Ripoll
 kevin_connor                         |  4864 | Kevin Connor
 paul_thomas_anderson                 |  9683 | Paul Thomas Anderson
 thomas_vinterberg                    |  2135 | Thomas Vinterberg
 matthew_parkhill                     |  8523 | Matthew Parkhill
 1060941-anthony_page                 |  4481 | Anthony Page
 damian_pettigrew                     |  5886 | Damian Pettigrew
 billy_crystal                        |   227 | Billy Crystal
 john-walter                          |  6914 | John Walter
 francoise_kohler                     |   383 | Francoise Kohler
 edward_burns                         |  6238 | Edward Burns
 robert_marcarelli                    |  2719 | Robert Marcarelli
 desmond_davis                        |  5187 | Desmond Davis
 michael_hoffman                      |  7613 | Michael Hoffman
 ray_enright                          |  7661 | Ray Enright
 mike_leigh                           |  9797 | Mike Leigh
 greg_beeman                          |  9272 | Greg Beeman
 fred_m_wilcox                        |  7560 | Fred M. Wilcox
 mark_piznarski                       |  3172 | Mark Piznarski
 steve_de_jarnatt                     |  4303 | Steve De Jarnatt
 jeremy_leven                         |   214 | Jeremy Leven
 piers_haggard                        |  2062 | Piers Haggard
 arie_posin                           |  8777 | Arie Posin
 1182719-franck_khalfoun              |  9656 | Franck Khalfoun
 charles_hermanwurmfeld               |  9769 | Charles Herman-Wurmfeld
 fred_dekker                          |  3823 | Fred Dekker
 bruno_nuytten                        |  4163 | Bruno Nuytten
 _0006846                             |  9910 | Ric Roman Waugh
 sidney_lumet                         |  9628 | Sidney Lumet
 ted_post                             |  7092 | Ted Post
 aleksandrsokurov                     |  9882 | Aleksandr Sokurov
 daniel_cohen                         | 10023 | Daniel Cohen
 1042605-richard_murphy               |  7925 | Richard Murphy
 marco_bellocchio                     |  8921 | Marco Bellocchio
 emmanuel_goldstein                   |  7572 | Emmanuel Goldstein
 zalman_king                          |  4997 | Zalman King
 alfred_l_werker                      |  7435 | Alfred L. Werker
 michael_mcgowan                      |  8728 | Michael McGowan
 chris-menges                         |  7708 | Chris Menges
 rodman_flender                       |  2374 | Rodman Flender
 gonzalo_suarez                       |  6222 | Gonzalo Suárez
 chris_terrio                         |  8725 | Chris Terrio
 elaine_may                           |  8440 | Elaine May
 john_a_alonzo                        |  7144 | John A. Alonzo
 karan_johar                          |  8274 | Karan Johar
 _0282425                             |  9508 | Peter Flinth
 gavin_wilding                        |  1466 | Gavin Wilding
 david_winters                        |  6225 | David Winters
 adam_shankman                        | 10146 | Adam Shankman
 claude_chabrol                       |  7742 | Claude Chabrol
 charley_rogers                       |  2834 | Charley Rogers
 tony_bui                             |  2377 | Tony Bui
 anne_wheeler                         |  2534 | Anne Wheeler
 deb_hagen                            |  9956 | Deb Hagen
 john_august                          |  9555 | John August
 john_maybury                         |  9917 | John Maybury
 kiefer_sutherland                    |  1369 | Kiefer Sutherland
 marion_hansel                        |  2935 | Marion Hansel
 _0577332                             |  5937 | Jordan Melamed
 victor_halperin                      |  7178 | Victor Halperin
 jack_pollexfen                       |  7312 | Jack Pollexfen
 tom_dicillo                          |  5633 | Tom DiCillo
 yahoo_serious                        |  4241 | Yahoo Serious
 nir_bergman                          |  6913 | Nir Bergman
 kim_henkel                           |  2236 | Kim Henkel
 jeanbaptiste-andrea                  |  9439 | Jean-Baptiste Andrea
 brian_de_palma                       |  9670 | Brian DePalma
 paul_dinello                         |  9140 | Paul Dinello
 deran_sarafian                       |  3886 | Deran Sarafian
 charles_reisner                      |  8652 | Charles Reisner
 james_keach                          |   188 | James Keach
 john_frankenheimer                   |  7720 | John Frankenheimer
 carl-prechezer                       |  1193 | Carl Prechezer
 ghasem-ebrahimian                    |  4213 | Ghasem Ebrahimian
 paula_van_der_oest                   |  7616 | Paula Van der Oest
 carlos_saldanha                      |  9030 | Carlos Saldanha
 graham_chapman                       | 10159 | Graham Chapman
 henry_koster                         |  6554 | Henry Koster
 jeremy_podeswa                       |  3497 | Jeremy Podeswa
 george_englund                       |  6314 | George Englund
 jan_svankmajer                       |  4659 | Jan Svankmajer
 kevin_brodie                         |  2589 | Kevin Brodie
 ron_oliver                           |  7634 | Ron Oliver
 bruno_dumont                         |  6946 | Bruno Dumont
 anthony_waller                       |  2552 | Anthony Waller
 neil_jordan                          |  9565 | Neil Jordan
 juan_carlos_fresnadillo              |  9459 | Juan Carlos Fresnadillo
 veit_helmer                          |  3957 | Veit Helmer
 1060778-joss_whedon                  |  8772 | Joss Whedon
 bart_freundlich                      |  9207 | Bart Freundlich
 dana_brown                           |  8624 | Dana Brown
 paul_f_ryan                          |  6290 | Paul F. Ryan
 melanie_mayron                       |  5204 | Melanie Mayron
 1106491-lee_rose                     |  5636 | Lee Rose
 richard_lagravenese                  |  9311 | Richard LaGravenese
 tim_hunter                           |  1892 | Tim Hunter
 christopher_muench                   |  5054 | Christopher Münch
 daniele_thompson                     |  6082 | Danièle Thompson
 zhang_yang                           |  3489 | Zhang Yang
 bruce_beresford                      |  9437 | Bruce Beresford
 rick_famuyiwa                        |  9216 | Rick Famuyiwa
 bo_arne_vibenius                     |  8577 | Bo Arne Vibenius
 garth_jennings                       |  9800 | Garth Jennings
 nigel_finch                          |   761 | Nigel Finch
 amir-bar-lev                         |  9621 | Amir Bar-Lev
 ken_russell                          |  8742 | Ken Russell
 bob_swaim                            |  6067 | Bob Swaim
 slobodan_sijan                       |  4853 | Slobodan Sijan
 daniel_petrie_sr                     |  5883 | Daniel Petrie Sr
 henryalex_rubin                      |  8748 | Henry-Alex Rubin
 raoul_peck                           |  4068 | Raoul Peck
 jay_levey                            |  4352 | Jay Levey
 francis-glebas                       |  5860 | Francis Glebas
 christopher_cain                     |  9547 | Christopher Cain
 isabel_coixet                        |  9933 | Isabel Coixet
 maurice_joyce_ii                     |  2336 | Maurice Joyce (II)
 joan_chen                            |  3525 | Joan Chen
 jeanpierre_jeunet                    |  9050 | Jean-Pierre Jeunet
 _0754328                             |  7140 | Olli Saarela
 francisco-perez-dolz                 |  1142 | Francisco Perez Dolz
 1072502-marc_connelly                |  7370 | Marc Connelly
 shirley-sun                          |  7069 | Shirley Sun
 frank-nissen                         |  8506 | Frank Nissen
 kemp_curly                           |  8932 | Kemp Curly
 fax_bahr                             |  8215 | Fax Bahr
 mark_goldblatt                       |  4176 | Mark Goldblatt
 atom_egoyan                          |  5452 | Atom Egoyan
 lee_daniels                          |  9157 | Lee Daniels
 bud_yorkin                           |  8770 | Bud Yorkin
 berit_nesheim                        |  3518 | Berit Nesheim
 alan-spencer                         | 10136 | Alan Spencer
 edward_bernds                        |  8790 | Edward Bernds
 olivier_megaton                      | 10092 | Olivier Megaton
 daniel_algrant                       |  5938 | Daniel Algrant
 gilbert_cates                        |  4872 | Gilbert Cates
 anders_thomas_jensen                 |  8319 | Anders Thomas Jensen
 rob_minkoff                          |  9794 | Rob Minkoff
 tom_hunsinger                        |  5801 | Tom Hunsinger
 steve_antin                          | 10172 | Steve Antin
 alek-keshishian                      |  9576 | Alek Keshishian
 fernando_trueba                      |  7593 | Fernando Trueba
 mark_neveldine                       |  9163 | Mark Neveldine
 dario_argento                        |  8935 | Dario Argento
 noboru_iguchi                        |  9895 | Noboru Iguchi
 jacques_becker                       |  8495 | Jacques Becker
 todd_haynes                          |  9664 | Todd Haynes
 don_abernathy                        |  4410 | Don Abernathy
 patrick-conrad                       |  2386 | Patrick Conrad
 judy_irving                          |  8619 | Judy Irving
 jan_de_bont                          |  7127 | Jan de Bont
 ernst_lubitsch                       |  8164 | Ernst Lubitsch
 dave_diamond                         |  5727 | Dave Diamond
 1175254-zach_helm                    |  9643 | Zach Helm
 hans_alfredson                       |  5693 | Hans Alfredson
 _0813583                             |  4194 | Andrew Solt
 steven_okazaki                       |  3033 | Steven Okazaki
 michael_cristofer                    |  8261 | Michael Cristofer
 denis-villeneuve                     |  4733 | Denis Villeneuve
 1162568-scott_roberts                |  6080 | Scott Roberts
 jeonghyang_lee                       |  5456 | Jeong-hyang Lee
 maciej-dutkiewicz                    |   780 | Maciej Dutkiewicz
 joshua_brand                         |   285 | Joshua Brand
 anne_goursaud                        |   281 | Anne Goursaud
 nanni_moretti                        |  4735 | Nanni Moretti
 eric-styles                          |  2751 | Eric Styles
 mel_gibson                           |  9224 | Mel Gibson
 irwin_allen                          |  3621 | Irwin Allen
 william_sachs                        |  4708 | William Sachs
 chuck_bail                           |  9980 | Chuck Bail
 freida_lee_mock                      |   707 | Freida Lee Mock
 larry_blamire                        |  6833 | Larry Blamire
 ken_olin                             |  5013 | Ken Olin
 ryosuke_takahashi                    |  7749 | Ryosuke Takahashi
 marcus_adams                         |  7731 | Marcus Adams
 david_ayer                           |  9787 | David Ayer
 1047199-tim_pope                     |   769 | Tim Pope
 tom_tykwer                           |  9269 | Tom Tykwer
 luis_llosa                           |  7128 | Luis Llosa
 noah_baumbach                        |  9663 | Noah Baumbach
 jeffrey_kramer                       |  8629 | Jeffrey Kramer
 chris_nahon                          |  4071 | Chris Nahon
 james_bridges                        |  7077 | James Bridges
 shane_carruth                        |  7842 | Shane Carruth
 jack_starrett                        |  8791 | Jack Starrett
 1045357-john_henderson               |  6728 | John Henderson
 lasse_spang_olsen                    |  7294 | Lasse Spang Olsen
 lam_fookdei                          |  4019 | Lam Fook-Dei
 kinji_fukasaku                       |  8436 | Kinji Fukasaku
 josh_roybal                          |  5131 | Josh Roybal
 eric_mendelsohn                      |  3047 | Eric Mendelsohn
 1181054-ted_braun                    |  9648 | Ted Braun
 chris_kentis                         |  8350 | Chris Kentis
 james_merendino                      |  2364 | James Merendino
 david-hugh-jones                     |  5055 | David Hugh Jones
 karyn_kusama                         |  8827 | Karyn Kusama
 dave_meyers                          |  9338 | Dave Meyers
 kari_juusonen                        | 10029 | Kari Juusonen
 curtis_hanson                        |  9448 | Curtis Hanson
 jack_bender                          |  1781 | Jack Bender
 clyde_geronimi                       |  1884 | Clyde Geronimi
 stewart_raffill                      |  8491 | Stewart Raffill
 daniel_sanchez_arevalo               |  9968 | Daniel Sánchez Arévalo
 alex_cox                             |  7729 | Alex Cox
 susannah_grant                       |  9347 | Susannah Grant
 kieron-j-walsh                       |  3861 | Kieron J. Walsh
 james_c_strouse                      |  9744 | James C. Strouse
 guillermo_del_toro                   |  9719 | Guillermo del Toro
 ed_kaplan                            |  2992 | Ed Kaplan
 julia_query                          |  6266 | Julia Query
 george_sluizer                       |  7679 | George Sluizer
 jeanclaude_brisseau                  |  6737 | Jean-Claude Brisseau
 lu_chuan                             |  9121 | Lu Chuan
 graham_baker                         | 10160 | Graham Baker
 david_shapiro                        |  3923 | David Shapiro
 bob-dahlin                           |  5234 | Bob Dahlin
 david_mallet                         |  9380 | David Mallet
 matthew_ocallaghan                   |  9009 | Matthew O'Callaghan
 mike_white                           |  9450 | Mike White
 jeanpaul_rappeneau                   |  7718 | Jean-Paul Rappeneau
 pete_travis                          |  9736 | Pete Travis
 rick_friedberg                       |   694 | Rick Friedberg
 jane_wagner                          |  7454 | Jane Wagner
 taika-cohen                          |  9472 | Taika Cohen
 jeanpierre_denis                     |  6435 | Jean-Pierre Denis
 ashutosh_gowariker                   |  6358 | Ashutosh Gowariker
 lynn_roth                            |  6216 | Lynn Roth
 jackson_hunsicker                    |  7373 | Jackson Hunsicker
 lee_h_katzin                         |  5996 | Lee H. Katzin
 nunnally_johnson                     |  7041 | Nunnally Johnson
 george_lucas                         |  8691 | George Lucas
 frank_perry                          |  8048 | Frank Perry
 stephen_gaghan                       |  9391 | Stephen Gaghan
 lloyd_bacon                          |  9125 | Lloyd Bacon
 elie_chouraqui                       |  4880 | Elie Chouraqui
 karen_everett                        |  5856 | Karen Everett
 sherman_alexie                       |  6234 | Sherman Alexie
 ole_christian_madsen                 |  5641 | Ole Christian Madsen
 jules_dassin                         |  8015 | Jules Dassin
 sam_raimi                            |  9447 | Sam Raimi
 jeanpierre_limosin                   |  7750 | Jean-Pierre Limosin
 george_cukor                         |  7974 | George Cukor
 jan-schutte                          |  4713 | Jan Schütte
 jose-luis-valenzuela                 |  4836 | José Luis Valenzuela
 victor_heerman                       |  7085 | Victor Heerman
 coralie                              |  4074 | Coralie
 tim_blake_nelson                     |  5880 | Tim Blake Nelson
 brett_ratner                         |  9536 | Brett Ratner
 aric-avelino                         |  6901 | Aric Avelino
 espen_sandberg                       |  8997 | Espen Sandberg
 bob_spiers                           |  1572 | Bob Spiers
 pierre_boutron                       |  1001 | Pierre Boutron
 sean_jablonski                       | 10165 | Sean Jablonski
 daisuke_nishio                       | 10171 | Daisuke Nishio
 antonio_margheriti                   |  5766 | Antonio Margheriti
 celine-sciamma                       |  9898 | Céline Sciamma
 helena_solberg                       |   705 | Helena Solberg
 tamara_jenkins                       |  9665 | Tamara Jenkins
 claude_lanzmann                      |  6475 | Claude Lanzmann
 bill_roberts                         |  3463 | Bill Roberts
 1180048-jonathan_levine              |  9873 | Jonathan Levine
 danny_huston                         |  5815 | Danny Huston
 scott_hamilton_kennedy               |  6536 | Scott Hamilton Kennedy
 adam-rapp                            |  9017 | Adam Rapp
 simon_west                           |  9012 | Simon West
 1147933-ryuhei_kitamura              |  9920 | Ryuhei Kitamura
 reva_rose                            |  4666 | Reva Rose
 jeremy_brock                         |  9509 | Jeremy Brock
 walter_salles_jr                     |  8745 | Walter Salles
 jasmin_dizdar                        |  3032 | Jasmin Dizdar
 1190409-danny_jacobs                 |  9982 | Danny Jacobs
 robert_siodmak                       |  3548 | Robert Siodmak
 roderick_giles                       |  8638 | Roderick Giles
 mel_brooks                           |  8142 | Mel Brooks
 matt_reeves                          |  9700 | Matt Reeves
 harald_reinl                         |  3298 | Harald Reinl
 joseph_green                         |  3533 | Joseph Green
 dominic_sena                         |  4725 | Dominic Sena
 erick_zonca                          |  2345 | Erick Zonca
 charles_mccracken_ii                 |  2143 | Charles McCracken (II)
 allison_anders                       |  6431 | Allison Anders
 yasujiro_ozu                         |  9985 | Yasujiro Ozu
 sergei_bondarchuk                    |  7145 | Sergei Bondarchuk
 mike_hodges                          |  8200 | Mike Hodges
 stuart_orme                          |   493 | Stuart Orme
 aaron_norris                         |  7295 | Aaron Norris
 nardo_bonomi                         |  3156 | Nardo Bonomi
 pat_proft                            |  1955 | Pat Proft
 charles_band                         |  6704 | Charles Band
 anthony_leondis                      | 10096 | Anthony Leondis
 peter_sasdy                          |  7183 | Peter Sasdy
 emilio_maille                        |  9333 | Emilio Maille
 griffin_dunne                        | 10003 | Griffin Dunne
 robert_lee_king                      |  3616 | Robert Lee King
 gregory_mars_martin                  |  5804 | Gregory "Mars" Martin
 catherine_morshead                   |  6022 | Catherine Morshead
 stephen_cornwell                     |  8237 | Stephen Cornwell
 freddie_francis                      |  8091 | Freddie Francis
 1166349-jim_brown                    | 10139 | Jim Brown
 1063458-michael_anderson             |  9722 | Michael Anderson
 _0952569                             |  4248 | Steven F. Zambo
 michael_davis_ii                     |  7023 | Michael Davis (II)
 anita_louise                         |  7452 | Anita Louise
 steven_brill                         |  9772 | Steven Brill
 steve_gomer                          |  1621 | Steve Gomer
 lik_chi_lee                          |  8250 | Lik-Chi Lee
 julian_fellowes                      |  8864 | Julian Fellowes
 john_mcnaughton                      |  6917 | John McNaughton
 felipe_cazals                        |  6940 | Felipe Cazals
 alan_alda                            |  8420 | Alan Alda
 mike_judge                           |  9209 | Mike Judge
 alexander_korda                      |  9223 | Alexander Korda
 peter_macdonald                      |  5103 | Peter MacDonald
 michael_kalesniko                    |  4793 | Michael Kalesniko
 hunter_richards                      |  9014 | Hunter Richards
 bronwen_hughes                       |  8438 | Bronwen Hughes
 kevin_spacey                         |  8397 | Kevin Spacey
 ben_younger                          |  8891 | Ben Younger
 abel_ferrara                         |  7116 | Abel Ferrara
 ernest_b_schoedsack                  |  7967 | Ernest B. Schoedsack
 1182131-eran_kolirin                 |  9696 | Eran Kolirin
 doug_liman                           |  9730 | Doug Liman
 lewis_milestone                      |  6898 | Lewis Milestone
 lance_rivera                         |  9692 | Lance Rivera
 durville_martin                      |  8131 | D'Urville Martin
 haskell_wexler                       |  4663 | Haskell Wexler
 1176724-mark_osborne                 |  4136 | Mark Osborne
 david_kellogg                        |  2482 | David Kellogg
 peter-clifton                        |  6366 | Peter Clifton
 alex_kendrick                        |  9252 | Alex Kendrick
 _1264352                             |  6759 | Susanna White
 ib_melchior                          |  4607 | Ib Melchior
 petter_naess                         |  8955 | Petter Naess
 arthur_allan_seidelman               |  6569 | Arthur Allan Seidelman
 phillip_j_bartell                    | 10175 | Phillip J. Bartell
 marlon_brando                        |  4726 | Marlon Brando
 bernard_rapp                         |  5168 | Bernard Rapp
 robert_flaherty                      |  9049 | Robert J. Flaherty
 david_ogden_stiers                   |  8038 | David Ogden Stiers
 christopher_guest                    |  9276 | Christopher Guest
 steve_carver                         |  5020 | Steve Carver
 zak_penn                             |  9835 | Zak Penn
 peter_hastings                       |  5130 | Peter Hastings
 duncan_tucker                        |  8960 | Duncan Tucker
 david_m_evans                        |  9606 | David M. Evans
 peter_greenaway                      |  7674 | Peter Greenaway
 kirk_wong                            |  6679 | Kirk Wong
 michael_mongillo                     |  4031 | Michael Mongillo
 karwai-wong                          |  9668 | Kar Wai Wong
 1192394-mabrouk_el_mechri            | 10061 | Mabrouk El Mechri
 theresa_connelly                     |  1795 | Theresa Connelly
 antonia_bird                         |  2331 | Antonia Bird
 pontus_lowenhielm                    |  3050 | Pontus Löwenhielm
 ben_bolt                             |  7528 | Ben Bolt
 george_huang                         |   311 | George Huang
 roger_allers                         |  9233 | Roger Allers
 tony_goldwyn                         |  9206 | Tony Goldwyn
 david-salle                          |  7575 | David Salle
 jonas-akerlund                       |  5833 | Jonas Åkerlund
 hans_canosa                          |  9228 | Hans Canosa
 george_stevens                       | 10131 | George Stevens
 hamilton_luske                       | 10063 | Hamilton Luske
 preston_sturges                      |  8464 | Preston Sturges
 prachya_pinkaew                      |  9083 | Prachya Pinkaew
 jonathan_r_betuel                    |  2382 | Jonathan R. Betuel
 alan_mehrez                          |   632 | Alan Mehrez
 sanjay-gadhavi                       |  1867 | Sanjay Gadhvi
 bill_kroyer                          |  4820 | Bill Kroyer
 wil_shriner                          |  9074 | Wil Shriner
 james_komack                         |  3396 | James Komack
 1042742-alan_parker                  |  6380 | Alan Parker
 roger_spottiswoode                   |  9857 | Roger Spottiswoode
 george_casey                         |  4139 | George Casey
 jed_mortenson                        |  7147 | Jed Mortenson
 emile_ardolino                       |  4962 | Emile Ardolino
 evan-dunsky                          |  2092 | Evan Dunsky
 jon_jost                             |  3245 | Jon Jost
 sarah_polley                         |  9456 | Sarah Polley
 1015315-don_taylor                   |  4604 | Don Taylor
 george_dunning                       |  2614 | George Dunning
 jeff_franklin                        |  2568 | Jeff Franklin
 arthur_lubin                         |  7066 | Arthur Lubin
 1181996-gary_hustwit                 |  9671 | Gary Hustwit
 robert_ellis_miller                  |  2912 | Robert Ellis Miller
 marc_abraham                         | 10020 | Marc Abraham
 roberto_benabib                      |  1587 | Roberto Benabib
 henry_barrial                        |  4654 | Henry Barrial
 emanuele_crialese                    |  9379 | Emanuele Crialese
 boris-damast                         |  3953 | Boris Damast
 byron_haskin                         |  8413 | Byron Haskin
 silvio_narizzano                     |  8771 | Silvio Narizzano
 edward_cline                         |  7500 | Edward F. Cline
 alfonso_arau                         |   255 | Alfonso Arau
 rachid_bouchareb                     |  9363 | Rachid Bouchareb
 martin_kitrosser                     |  1532 | Martin Kitrosser
 emeric_pressburger                   |  7495 | Emeric Pressburger
 rob_hedden                           |  1769 | Rob Hedden
 cecilia_miniucchi                    |  9930 | Cecilia Miniucchi
 paul_weiland                         | 10150 | Paul Weiland
 rowdy_herrington                     |  8353 | Rowdy Herrington
 vincent_paronnaud                    |  9607 | Vincent Paronnaud
 kenneth_a_carlson                    |  4450 | Kenneth A. Carlson
 _0752922                             |  5520 | Eldar Ryazanov
 norman_rene                          |  3903 | Norman René
 jiarui_zhang                         |  8984 | Jiarui Zhang
 john_korty                           |  7320 | John Korty
 gene_saks                            |  5005 | Gene Saks
 marc_forster                         | 10053 | Marc Forster
 peter_kosminsky                      |  5309 | Peter Kosminsky
 francis_ford_coppola                 |  9774 | Francis Ford Coppola
 tony_scott                           |  9282 | Tony Scott
 fred_f_sears                         |  2430 | Fred F. Sears
 rob_pritts                           |  4516 | Rob Pritts
 francis_veber                        |  9490 | Francis Veber
 richard_roxburgh                     |  9759 | Richard Roxburgh
 bernardo_bertolucci                  |  8135 | Bernardo Bertolucci
 daniel_sackheim                      |  4441 | Daniel Sackheim
 busi_cortes                          |  5153 | Busi Cortés
 masaki_kobayashi                     | 10025 | Masaki Kobayashi
 mitchell_leisen                      |   840 | Mitchell Leisen
 kazuki_akane                         |  4732 | Kazuki Akane
 1015742-michael_tucker               |  8544 | Michael Tucker (I)
 jerrold_freedman                     |  2504 | Jerrold Freedman
 andy_wolk                            |  5091 | Andy Wolk
 stanislaw_bareja                     |  5403 | Stanislaw Bareja
 norman_tokar                         |  7703 | Norman Tokar
 barry_sullivan                       |  4682 | Barry Sullivan
 charlie_s_chaplin                    |  5282 | Charlie S. Chaplin
 hans_zimmer                          |  3836 | Hans Zimmer
 amos_gitai                           |  9033 | Amos Gitai
 alexander_aja                        |  8715 | Alexander Aja
 kenneth_branagh                      |  9941 | Kenneth Branagh
 jonas_cornell                        |  5540 | Jonas Cornell
 pj_castellaneta                      |  2317 | P.J. Castellaneta
 albert_band                          |  4613 | Albert Band
 alexander_payne                      |  7876 | Alexander Payne
 jacob_kornbluth                      |  4444 | Jacob Kornbluth
 judd_apatow                          |  8795 | Judd Apatow
 bonnie_hill                          |  2764 | Bonnie Hill
 ti_west                              |  7770 | Ti West
 jon_shear                            |  3599 | Jon Shear
 tim_mccanlies                        |  6338 | Tim McCanlies
 gianni_amelio                        |  8405 | Gianni Amelio
 irvin_kershner                       |  7543 | Irvin Kershner
 matthew_harrison                     |  1454 | Matthew Harrison
 cy_endfield                          |  5529 | Cy Endfield
 _0873385                             |  5483 | Massimo Troisi
 daniel_g_karslake                    |  9619 | Daniel G. Karslake
 michael_austin                       |   556 | Michael Austin
 eugene_corr                          |  2120 | Eugene Corr
 robert_bresson                       |  9054 | Robert Bresson
 stanley_tucci                        |  3229 | Stanley Tucci
 jafar_panahi                         |  9249 | Jafar Panahi
 hyungrae_shim                        |  9695 | Hyung-rae Shim
 william_lustig                       |  7689 | William Lustig
 greg_coolidge                        |  9237 | Greg Coolidge
 jacques_doillon                      |  3994 | Jacques Doillon
 geoffrey_sax                         |  9238 | Geoffrey Sax
 william-mesa                         |  8557 | William Mesa
 laurence_dunmore                     |  8931 | Laurence Dunmore
 mike_mendez                          |  4660 | Mike Mendez
 c_thomas_howell                      | 10142 | C. Thomas Howell
 chris_robinson_iv                    |  9064 | Chris Robinson (IV)
 euzhan_palcy                         |  4264 | Euzhan Palcy
